City,Column,Old,New
Agadir,Food 7 Photo File,,images/food/moroccan-mint-tea.webp
Agadir,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tunisian_Tea_with_pine_nuts.jpg
Agadir,Food 8 Photo File,,images/food/fresh-orange-and-almond-juice.webp
Agadir,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:15-09-26-RalfR-WLC-0084.jpg
Agra,Food 1 Photo File,,images/food/petha.webp
Agra,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Petha_kesari.JPG
Agra,Food 2 Photo File,,images/food/mughlai-kebabs.webp
Agra,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Murgh_Musallam_Steamed.JPG
Agra,Food 3 Photo File,,images/food/bedai-with-jalebi.webp
Agra,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fluffy_Poori_%28cropped%29.JPG
Agra,Food 4 Photo File,,images/food/dalmoth.webp
Agra,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Matki.JPG
Agra,Food 5 Photo File,,images/food/mughlai-curries.webp
Agra,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mughlai_Kheema_Paratha.JPG
Agra,Food 6 Photo File,,images/food/agra-chaat-and-bhalla.webp
Agra,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Dahi_puri%2C_Doi_phuchka.jpg
Agra,Food 7 Photo File,,images/food/masala-chai.webp
Agra,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chai_In_Sakora.jpg
Agra,Food 8 Photo File,,images/food/lassi-and-thandai.webp
Agra,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mosambi_Juice.JPG
Aix-en-Provence,Hood 1 High-end Hotel,Hôtel des Augustins,Villa Gallici
Aix-en-Provence,Hood 1 Mid-range Hotel,Hôtel Le Manoir,Hôtel des Augustins
Aix-en-Provence,Hood 2 Name,Cours Mirabeau,Quartier Mazarin
Aix-en-Provence,Hood 2 Vibe,central,quiet
Aix-en-Provence,Hood 2 Description,"The grand plane-shaded boulevard splitting the town, lined with cafes, fountains, mansions, and the morning market; the central, most convenient place to be based.","The elegant 17th-century district of straight streets, aristocratic hôtels particuliers, the Granet museum, and the Four Dolphins fountain; refined and quiet, ideal for art lovers."
Aix-en-Provence,Hood 2 Landmark,Cours Mirabeau Aix-en-Provence,Fontaine des Quatre-Dauphins Aix-en-Provence
Aix-en-Provence,Hood 2 Photo File,,images/hoods/aix-en-provence--quartier-mazarin.webp
Aix-en-Provence,Hood 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Hotel-d-oleon-boysseulh-13-rue-roux-alpheran-aix-en-provence.jpg
Aix-en-Provence,Hood 2 Map Link,https://www.google.com/maps/search/?api=1&query=Cours%20Mirabeau%2C%20Aix-en-Provence,https://www.google.com/maps/search/?api=1&query=Quartier%20Mazarin%2C%20Aix-en-Provence
Aix-en-Provence,Hood 2 High-end Hotel,Grand Hôtel Roi René MGallery,La Maison d'Aix
Aix-en-Provence,Hood 2 Mid-range Hotel,Hôtel Saint Christophe,Les Quatre Dauphins
Aix-en-Provence,Hood 2 Budget Hotel,Hôtel Artea Aix Centre,Hôtel Cardinal
Aix-en-Provence,Hood 3 Name,Quartier Mazarin,Sextius-Mirabeau
Aix-en-Provence,Hood 3 Vibe,quiet,shopping
Aix-en-Provence,Hood 3 Description,"The elegant 17th-century district of straight streets, aristocratic hôtels particuliers, the Granet museum, and the Four Dolphins fountain; refined and quiet, ideal for art lovers.","A newer quarter around the Allées Provençales and the Grand Théâtre near the city station, with contemporary shopping, cinemas, and dining; convenient for retail and transport."
Aix-en-Provence,Hood 3 Landmark,Fontaine des Quatre-Dauphins Aix-en-Provence,Allées Provençales Aix-en-Provence
Aix-en-Provence,Hood 3 Photo File,images/hoods/aix-en-provence--quartier-mazarin.webp,images/hoods/aix-en-provence--sextius-mirabeau.webp
Aix-en-Provence,Hood 3 Photo Credit,https://commons.wikimedia.org/wiki/File:Hotel-d-oleon-boysseulh-13-rue-roux-alpheran-aix-en-provence.jpg,https://commons.wikimedia.org/wiki/File:Sextius-Mirabeau_(2852976570).jpg
Aix-en-Provence,Hood 3 Map Link,https://www.google.com/maps/search/?api=1&query=Quartier%20Mazarin%2C%20Aix-en-Provence,https://www.google.com/maps/search/?api=1&query=Sextius-Mirabeau%2C%20Aix-en-Provence
Aix-en-Provence,Hood 3 High-end Hotel,La Maison d'Aix,Aquabella Hôtel & Spa
Aix-en-Provence,Hood 3 Mid-range Hotel,Hôtel Cardinal,Hôtel Cézanne
Aix-en-Provence,Hood 3 Budget Hotel,Hôtel des Quatre Dauphins,Hôtel Escaletto
Aix-en-Provence,Hood 4 Name,Sextius-Mirabeau,Les Facultés
Aix-en-Provence,Hood 4 Vibe,shopping,nightlife
Aix-en-Provence,Hood 4 Description,"A newer quarter around the Allées Provençales and the Grand Théâtre near the city station, with contemporary shopping, cinemas, and dining; convenient for retail and transport.","The lively university quarter east of the centre, full of students, budget eateries, and bars; suits younger travelers and those after an affordable, sociable base."
Aix-en-Provence,Hood 4 Landmark,Allées Provençales Aix-en-Provence,Aix-Marseille University Aix-en-Provence
Aix-en-Provence,Hood 4 Photo File,images/hoods/aix-en-provence--sextius-mirabeau.webp,images/hoods/aix-en-provence--les-facultes.webp
Aix-en-Provence,Hood 4 Photo Credit,https://commons.wikimedia.org/wiki/File:Sextius-Mirabeau_(2852976570).jpg,https://commons.wikimedia.org/wiki/File:C%C3%A9line_Borello_Festival_protestant_du_livre_2022.jpg
Aix-en-Provence,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Sextius-Mirabeau%2C%20Aix-en-Provence,https://www.google.com/maps/search/?api=1&query=Les%20Facult%C3%A9s%2C%20Aix-en-Provence
Aix-en-Provence,Hood 4 High-end Hotel,Hôtel Cézanne,Villa Saint-Ange
Aix-en-Provence,Hood 4 Mid-range Hotel,Aquabella Hôtel & Spa,Le Mozart
Aix-en-Provence,Hood 4 Budget Hotel,ibis Aix-en-Provence Centre,Appart'hôtel Odalys City L'Atrium
Aix-en-Provence,Hood 5 Name,Les Facultés,
Aix-en-Provence,Hood 5 Vibe,nightlife,
Aix-en-Provence,Hood 5 Description,"The lively university quarter east of the centre, full of students, budget eateries, and bars; suits younger travelers and those after an affordable, sociable base.",
Aix-en-Provence,Hood 5 Landmark,Aix-Marseille University Aix-en-Provence,
Aix-en-Provence,Hood 5 Photo File,images/hoods/aix-en-provence--les-facultes.webp,
Aix-en-Provence,Hood 5 Photo Credit,https://commons.wikimedia.org/wiki/File:C%C3%A9line_Borello_Festival_protestant_du_livre_2022.jpg,
Aix-en-Provence,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Les%20Facult%C3%A9s%2C%20Aix-en-Provence,
Aix-en-Provence,Hood 5 High-end Hotel,Villa Gallici,
Aix-en-Provence,Hood 5 Mid-range Hotel,Hôtel Le Pigonnet,
Aix-en-Provence,Hood 5 Budget Hotel,Auberge de Jeunesse Aix-en-Provence,
Aix-en-Provence,Food 1 Photo File,,images/food/calissons-d-aix.webp
Aix-en-Provence,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Treize_desserts_en_Provence.jpg
Aix-en-Provence,Food 2 Photo File,,images/food/daube-provencale.webp
Aix-en-Provence,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Daube_de_boeuf.JPG
Aix-en-Provence,Food 3 Photo File,,images/food/ratatouille-and-provencal-vegetables.webp
Aix-en-Provence,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ratatouille_home_cooked.jpg
Aix-en-Provence,Food 4 Photo File,,images/food/navettes-and-provencal-biscuits.webp
Aix-en-Provence,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bullabessa.jpg
Aix-en-Provence,Food 5 Photo File,,images/food/aioli-provencal.webp
Aix-en-Provence,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:A%C3%AFoli_maison.jpg
Aix-en-Provence,Food 6 Photo File,,images/food/tapenade-and-provencal-olive-oil.webp
Aix-en-Provence,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cuillere_de_tapenade.jpg
Aix-en-Provence,Food 7 Photo File,,images/food/coteaux-d-aix-rose.webp
Aix-en-Provence,Food 7 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=73513138
Aix-en-Provence,Food 8 Photo File,,images/food/pastis.webp
Aix-en-Provence,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pastis.jpg
Al Ahmadi,Food 1 Photo File,,images/food/machboos-dijaj.webp
Al Ahmadi,Food 1 Photo Credit,,https://www.flickr.com/photos/34068250@N08/5336982422
Al Ahmadi,Food 2 Photo File,,images/food/mutabbaq-samak.webp
Al Ahmadi,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Syrian_meal.jpg
Al Ahmadi,Food 3 Photo File,,images/food/harees.webp
Al Ahmadi,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Armenian_Harisa.JPG
Al Ahmadi,Food 5 Photo File,,images/food/balaleet.webp
Al Ahmadi,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Homemade_Balaleet%2C_2023.jpg
Al Ahmadi,Food 6 Photo File,,images/food/gers-ogaily-and-luqaimat.webp
Al Ahmadi,Food 6 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=195992295
Al Ahmadi,Food 7 Photo File,,images/food/karak-chai.webp
Al Ahmadi,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chai_In_Sakora.jpg
Al Ahmadi,Food 8 Photo File,,images/food/laban.webp
Al Ahmadi,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Hibiscus_tea.jpg
Alanya,Hood 1 High-end Hotel,Kale Konak Hotel,Hotel Villa Turka
Alanya,Hood 1 Mid-range Hotel,Castle View Boutique Hotel,Harmony Butik Otel
Alanya,Hood 1 Budget Hotel,Alanya Kalesi Suites,Hotel Kaptan
Alanya,Hood 2 High-end Hotel,Cleopatra Beach Hostel,Alaaddin Beach Hotel
Alanya,Hood 2 Budget Hotel,Utopia World Hotel,Kleopatra Carina Hotel
Alanya,Hood 3 High-end Hotel,Damlataş Pansiyon,Ramira City Hotel
Alanya,Hood 3 Mid-range Hotel,Aquarius Beach Hotel,La Gaia - Adult Only
Alanya,Hood 3 Budget Hotel,Riviera Perla Hotel,Kleopatra Atlas Hotel
Alanya,Hood 4 High-end Hotel,Mahmutlar Apart Otel,Senza Grand Santana Hotel
Alanya,Hood 4 Mid-range Hotel,Sun Family Suite Hotel,Sunstar Beach Hotel
Alanya,Hood 4 Budget Hotel,Crystal Waterworld Resort,Bariscan Hotel
Alanya,Hood 5 High-end Hotel,Kestel Sahil Pansiyon,LABRANDA Alantur Resort
Alanya,Hood 5 Mid-range Hotel,Silence Beach Resort,Velmore Hotel & Spa
Alanya,Hood 5 Budget Hotel,Granada Luxury Resort & Spa,SunStar Resort Hotel
Alanya,Food 1 Photo File,,images/food/testi-kebabi.webp
Alanya,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:TestiKebabGoreme.jpg
Alanya,Food 2 Photo File,,images/food/ocakbasi-mixed-grill.webp
Alanya,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mixed_Grill_in_Seeboden.jpg
Alanya,Food 3 Photo File,,images/food/gozleme.webp
Alanya,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:G%C3%B6zleme.JPG
Alanya,Food 5 Photo File,,images/food/grilled-mediterranean-fish.webp
Alanya,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sar%C4%B1kanat.jpg
Alanya,Food 6 Photo File,,images/food/ayran.webp
Alanya,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fresh_ayran.jpg
Alanya,Food 7 Photo File,,images/food/turkish-tea-cay.webp
Alanya,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Turkish_tea2.jpg
Aleppo,Travel Advisory,Travel to this destination is restricted or highly advised against,Level 4: Do Not Travel
Aleppo,Food 1 Photo File,,images/food/kebab-karaz-cherry-kebab.webp
Aleppo,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kebabconcereza.jpg
Aleppo,Food 2 Photo File,,images/food/muhammara.webp
Aleppo,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tanoreen_muhammara.jpg
Aleppo,Food 3 Photo File,,images/food/kibbeh-halabiyeh.webp
Aleppo,Food 3 Photo Credit,,https://www.flickr.com/photos/194424926@N05/54590840620
Aleppo,Food 4 Photo File,,images/food/sujuk-and-basturma.webp
Aleppo,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sucuk-1.jpg
Aleppo,Food 5 Photo File,,images/food/foul-and-fatteh-breakfast.webp
Aleppo,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ful_medames_%28arabic_meal%29.jpg
Aleppo,Food 6 Photo File,,images/food/mabroumeh-and-aleppo-pastries.webp
Aleppo,Food 6 Photo Credit,,https://www.flickr.com/photos/11262432@N04/7663854044
Aleppo,Food 7 Photo File,,images/food/sharab-tamer-hindi-tamarind-drink.webp
Aleppo,Food 7 Photo Credit,,https://www.flickr.com/photos/97402086@N00/15266101316
Aleppo,Food 8 Photo File,,images/food/arabic-coffee-with-cardamom.webp
Aleppo,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:A_dallah_a_traditional_Arabic_coffee_pot_with_cups_and_coffee_beans.jpg
Alexandria,Food 1 Photo File,,images/food/grilled-mediterranean-fish.webp
Alexandria,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Babbo-_Squid_Ink_pasta_with_green_chilis%2C_rock_shrimp_and_guanciale.jpg
Alexandria,Food 2 Photo File,,images/food/sayadeya.webp
Alexandria,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fish_Sayadieh.jpg
Alexandria,Food 3 Photo File,,images/food/kebda-eskandarani.webp
Alexandria,Food 3 Photo Credit,,https://www.flickr.com/photos/14429081@N00/2696639142
Alexandria,Food 4 Photo File,,images/food/ful-medames-and-ta-ameya.webp
Alexandria,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Molokheya_and_rice_with_chiken%2C_Egypt_2012.JPG
Alexandria,Food 5 Photo File,,images/food/halawa-and-alexandrian-sweets.webp
Alexandria,Food 5 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=2496368
Alexandria,Food 6 Photo File,,images/food/shrimp-and-seafood-tagine.webp
Alexandria,Food 6 Photo Credit,,https://www.flickr.com/photos/39718079@N00/4150256657
Alexandria,Food 7 Photo File,,images/food/sugarcane-juice-aseer-asab.webp
Alexandria,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sugarcanejuice.jpg
Alexandria,Food 8 Photo File,,images/food/karkade-and-mint-tea.webp
Alexandria,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Hibiscus_tea.jpg
Algiers,Hood 1 High-end Hotel,New Day Hotel,Hotel El Aurassi
Algiers,Hood 1 Mid-range Hotel,Es-Safir Hotel Alger,Samir Hotel
Algiers,Hood 1 Budget Hotel,Hotel El Aurassi,Afric Hotel
Algiers,Hood 2 High-end Hotel,Hydra Hotel,The Legacy Luxury Hotel
Algiers,Hood 2 Mid-range Hotel,AD Hotel Hydra,AD Hotel Pont d'Hydra
Algiers,Hood 2 Budget Hotel,Radisson Blu Hotel Algiers Hydra,Hotel Hydra
Algiers,Hood 3 High-end Hotel,Hotel El Biar,Hotel Supreme
Algiers,Hood 3 Mid-range Hotel,El Biar Apartement,Hotel El Biar
Algiers,Hood 3 Budget Hotel,Hotel El Djazair,Ghazalle Oasis Hotel
Algiers,Hood 4 High-end Hotel,Le Palace Appart Hotel,Hilton Alger
Algiers,Hood 4 Mid-range Hotel,Sheraton Club des Pins Resort,
Algiers,Hood 4 Budget Hotel,Hilton Algiers,
Algiers,Hood 5 High-end Hotel,Ibis Alger Aéroport,Algiers Marriott Hotel Bab Ezzouar
Algiers,Hood 5 Budget Hotel,Algiers Marriott Hotel Bab Ezzouar,Atlantis Alger Aéroport
Algiers,Areas to Avoid,"No formal no-go districts, but avoid the Casbah's maze of back alleys alone after dark and steer well clear of any street demonstrations, which police disperse forcefully.",None noted — standard travel precautions apply
Algiers,Food 1 Photo File,,images/food/couscous.webp
Algiers,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Moroccan_cuscus%2C_from_Casablanca%2C_September_2018.jpg
Algiers,Food 2 Photo File,,images/food/chorba-frik.webp
Algiers,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chorba_frik_algerienne.jpg
Algiers,Food 3 Photo File,,images/food/rechta.webp
Algiers,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Rechtaalgeroise.jpg
Algiers,Food 4 Photo File,,images/food/garantita.webp
Algiers,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Farinata_di_ceci_01.jpg
Algiers,Food 5 Photo File,,images/food/mhadjeb.webp
Algiers,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mhajeb1.jpg
Algiers,Food 6 Photo File,,images/food/makroud.webp
Algiers,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Makrouds.JPG
Algiers,Food 7 Photo File,,images/food/mint-tea-and-cafe-casse.webp
Algiers,Food 7 Photo Credit,,https://www.flickr.com/photos/7554150@N05/3347965106
Algiers,Food 8 Photo File,,images/food/fresh-citrus-juice-and-citronnade.webp
Algiers,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lemonade_-_27682817724.jpg
Alicante,Food 1 Photo File,,images/food/arroz-a-banda.webp
Alicante,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Arroz_a_banda.jpg
Alicante,Food 2 Photo File,,images/food/arroz-del-senyoret.webp
Alicante,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:01_Paella_Valenciana_original.jpg
Alicante,Food 3 Photo File,,images/food/coca-amb-tonyina.webp
Alicante,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Coques.JPG
Alicante,Food 4 Photo File,,images/food/pericana.webp
Alicante,Food 4 Photo Credit,,https://www.flickr.com/photos/49503029034@N01/2224312381
Alicante,Food 6 Photo File,,images/food/turron-de-jijona.webp
Alicante,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Turr%C3%B3n_de_Alicante_%28Casa_Mira%29.jpg
Alicante,Food 7 Photo File,,images/food/horchata-de-chufa.webp
Alicante,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Horchata_de_chufa_2.jpg
Alicante,Food 8 Photo File,,images/food/fondillon-and-alicante-wine.webp
Alicante,Food 8 Photo Credit,,https://www.flickr.com/photos/21854088@N00/1403787329
Alice Springs,Areas to Avoid,"Avoid the dry Todd River bed and unlit parks after dark, where assaults and robberies have occurred.",None noted — standard travel precautions apply
Alice Springs,Food 1 Photo File,,images/food/kangaroo-fillet.webp
Alice Springs,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pates_p1150435.jpg
Alice Springs,Food 2 Photo File,,images/food/camel-steak.webp
Alice Springs,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Camel_rider.jpg
Alice Springs,Food 3 Photo File,,images/food/quandong-desserts.webp
Alice Springs,Food 3 Photo Credit,,https://www.flickr.com/photos/95142644@N00/9505814036
Alice Springs,Food 4 Photo File,,images/food/witchetty-grub.webp
Alice Springs,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Witchetty_grub.jpg
Alice Springs,Food 5 Photo File,,images/food/barramundi.webp
Alice Springs,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lates_calcarifer%2C_2014-09-19a.jpg
Alice Springs,Food 6 Photo File,,images/food/damper-with-bush-tomato-and-wattleseed.webp
Alice Springs,Food 6 Photo Credit,,https://www.flickr.com/photos/36803829@N00/16800532790
Alice Springs,Food 7 Photo File,,images/food/alice-springs-craft-beer.webp
Alice Springs,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Calpis_verre.jpg
Alice Springs,Food 8 Photo File,,images/food/wattleseed-coffee-and-lemon-myrtle-tea.webp
Alice Springs,Food 8 Photo Credit,,https://www.flickr.com/photos/29282750@N00/157872205
Almaty,Hood 1 High-end Hotel,Apple Hostel,Rixos Almaty
Almaty,Hood 1 Mid-range Hotel,Renion Park Hotel,The Dostyk Hotel
Almaty,Hood 1 Budget Hotel,InterContinental Almaty,Otrar
Almaty,Hood 2 High-end Hotel,Astana Hotel,InterContinental Almaty
Almaty,Hood 2 Mid-range Hotel,Hotel Kazakhstan,Holiday Inn Express - Almaty by IHG
Almaty,Hood 2 Budget Hotel,Novotel Almaty City Center,Astana International Hotel
Almaty,Hood 3 High-end Hotel,Golden Palace Hotel,YURTA Boutique Hotel
